1020,純,10,"糸
幺
小
屯",ジュン,,"M28.38,13.67c0.34,1.34,0.07,2.68-0.67,4.05c-3.08,5.65-7.57,11.74-12.05,16.97c-0.9,1.06-0.9,2.68,0.5,3.35c3.94,1.89,6.88,3.86,9.97,6.31
M40.8,21.68c0.32,1.2,0.15,2.48-0.25,3.09c-6.68,10.11-17.43,23.98-25.98,33.94c-1.72,2-0.95,3.54,1.15,2.84c4.98-1.66,17.12-5.24,23.54-6.78
M35.88,48c2.16,2.34,5.58,9.6,6.12,13.23
M28.39,61.87c0.81,0.81,1.23,2.13,1.23,3.84c0,6.15-0.12,17.4-0.18,24.67c-0.01,1.94-0.02,3.6-0.02,4.8
M18.85,72.1c0.16,0.94,0.13,2.29-0.16,2.97c-1.87,4.39-6.55,12.6-9.2,16.37
M38.18,68.54c2.62,3.41,4.63,11.34,5.24,14.44
M84.73,23.29c-0.23,1.33-1.25,2.3-2.24,2.81c-8.24,4.27-19.36,9.27-35.43,13.25
M51.22,48.42c0.81,0.81,1.08,2.08,1.08,3.67c0,2.48-0.17,8.42-0.54,14.55c-0.14,2.26,0.36,3.44,2.15,2.94c9.72-2.7,20.1-5.32,32.8-8.31
M88.17,39.27c0.84,0.84,1.21,2.23,1.07,3.77c-0.32,3.74-0.81,10.34-1.54,16.98c-0.19,1.76-0.4,3.56-0.6,5.37
M67.12,14.87c1.13,1.13,1.77,2.5,1.77,4.38c0,9.04-0.01,47.6-0.01,60.05c0,10.91,1.96,12.72,13.28,12.72C95.62,92.02,97,90,97,81.96",nieznane znaczenie,,true,JLPT 2
1021,琴,12,"王
个",キン,こと,"M18.36,18.52c1.49,0.38,4.07,0.21,5.21,0.07c4.56-0.58,17.17-2.72,19.09-3.08c0.97-0.19,1.98,0,2.98,0
M31.26,19.53c0.92,0.92,1.23,2.58,1.23,3.76c0,1.17,0,12.97,0,16.37
M19.09,30.65c1.24,0.19,3.23,0.2,4.71-0.06c4.7-0.84,17.37-3.65,17.37-3.65s1.98-0.19,2.73-0.19
M15.87,44.12c1.13,1.63,3.07,1.23,4.72,0.64c4.92-1.75,11.54-4,20.08-7.31
M57.01,15.68c1.1,0.61,4.21,0.06,5.39-0.13c4.37-0.7,12.28-2.18,17.98-2.82c1.77-0.2,3.78-0.59,5.52,0.03
M71.33,16.39c0.89,0.89,1.12,2.23,1.12,3.35c0,2.14-0.01,13.14-0.01,18.06
M59.61,27.59c1.76,0.54,3.81,0.31,5.12,0.13c5.05-0.68,10.03-1.49,15.67-2.44c1.33-0.22,2.72-0.41,4.05-0.23
M55.84,40.46c2.16,0.41,4.73,0.08,6.43-0.15c7.14-0.98,16.91-2.42,23.85-3.19c1.78-0.2,4.5-0.5,6.78,0.16
M49.68,40.5c0.1,0.81,0.03,1.97-0.7,2.99C42.5,52.5,33.62,62.62,13.25,73.48
M50.91,42.51c5.97,4.36,19.89,14.9,29.99,21.28c4.1,2.59,8.85,4.96,12.35,5.99
M37.23,64.96c1.33,0.5,3.51,0.2,4.89,0.06c4.54-0.46,12.07-2.21,16.98-2.87c1.59-0.22,3.46-0.31,5.04,0.04
M30.5,77.29c1.75,0.46,4.07,0.6,6.5,0.28c6.31-0.83,22.25-3.71,28.99-4.77c3.99-0.63,5.37,1.08,3.01,4.19C62.75,85.25,59,89.62,52,99",nieznane znaczenie,,true,JLPT 1
1022,稲,14,"｜
禾
爪
日","トウ
テ","いね
いな-","M42.5,19.25c0,1-0.49,1.96-1.41,2.51C34.12,26,26.5,29.88,16.75,33.75
M12.37,43.85c2.13,0.78,4.17,0.75,6.15,0.5c7.86-0.97,20.48-3.51,26.87-4.5c1.04-0.16,2.49-0.22,3.6-0.02
M33.18,30.41c0.89,0.89,1.41,2.59,1.41,4.47c0,1.21-0.05,34.87-0.08,53.75c0,2.51-0.01,4.75-0.01,6.62
M33.68,43.22c0,2.91-0.61,4.94-2.1,7.82C27,59.88,22.38,67.62,14.25,76.75
M37.5,51.75c3.98,2.33,7.35,7,9.5,10
M83.78,15.89c-0.16,0.98-0.8,1.7-1.45,2.19c-4.08,3.05-12.83,7.8-27.59,11.89
M53.52,35.83c2.16,2.1,5.58,8.62,6.12,11.88
M65.44,32.33c2.71,1.96,7.01,8.08,7.69,11.13
M92.77,30.39c0.09,0.92-0.22,1.84-0.65,2.65c-2,3.83-5,8.41-10.26,13.42
M54.75,55.17c0.85,0.85,1.22,2.08,1.22,3.39c0,1.08-0.04,21.78-0.05,31.81c0,2.1,0,3.74,0,4.62
M68.79,54.49c0.92,0.92,1.2,2.6,1.2,3.8c0,1.03-0.03,19.36-0.02,30.83c0,1.96,0.01,3.71,0.01,5.12
M70.87,55.28c1.87-0.12,13.81-1.57,18.4-2.11c2.69-0.31,3.95,0.82,3.95,2.95c0,7.01-0.07,22.96-0.09,32.5c0,1.69-0.01,3.17-0.01,4.38
M71.2,71.2c5.16-0.42,17.46-1.5,20.82-1.5
M71.12,90.67c6.17-0.26,13.7-1.16,20.7-1.2",nieznane znaczenie,,true,JLPT 1
1023,米,6,米,"ベイ
マイ
メエトル","こめ
よね","M26.64,25.46c4.03,2.47,10.1,9.45,11.11,13.29
M78.52,19.64c0.1,0.85-0.21,2.19-0.63,2.91C75.25,27,72.25,30.5,66.56,35.22
M18,49.25c2.25,0.62,4.8,0.83,8.24,0.5c19.67-1.88,38.77-4.5,52.75-5.25c3.46-0.19,6.13-0.12,8.51,0.5
M51.75,13.25C53.06,14.56,54,17,54,18.75c0,4.75,0.06,50.93-0.14,70.51c-0.04,3.54-0.07,5.54-0.11,6.49
M49.38,48.25c0,1.47-0.81,3.5-1.26,4.29C41,64.89,27.22,78.84,13.5,85.75
M55.75,48.25C60,53,75.38,68.74,83.7,76.96c2.8,2.77,5.74,5.16,9.43,6.79",nieznane znaczenie,,true,JLPT 3
1024,反,4,"又
厂","ハン
ホン
タン
ホ","そ.る
そ.らす
かえ.す
かえ.る
-かえ.る","M28.13,22.29c1.84,0.48,5.22,0.64,7.06,0.48C50,21.5,64.62,19.12,79.06,18.04c3.06-0.23,4.91-0.02,6.44,0.22
M31.24,23c1.13,1.13,1.49,2.69,1.4,4.89C31.75,50,29.62,73.25,15.81,89.47
M35.09,43.98c1.81,0.37,2.76,0.74,6.4,0.37C49.88,43.5,66.25,40,70.83,38.7c3.42-0.97,5.17,1.43,3.89,4.31C64.06,66.95,51.88,83.25,26,93.51
M37.5,52.82c5.09,0.96,28.95,25.78,46.67,36.36c2.76,1.65,4.77,2.74,7.33,3.29",nieznane znaczenie,,true,JLPT 3
1025,境,14,"音
土
日
立
儿","キョウ
ケイ",さかい,"M13.25,39.89c1.62,0.36,3.04,0.41,4.48,0.22c5.32-0.67,12.3-1.45,18.11-2.61c1.39-0.28,2.95-0.43,3.66-0.24
M26.37,16.25c0.94,0.94,1.46,2.38,1.46,3.75c0,7.25,0.03,36,0.03,46.75
M12.5,73.79c0.75,0.96,2.25,1.46,4.5,0.21c6.25-3.5,17.5-9.75,23.75-13.25
M63.69,11.15c0.77,0.77,1.41,1.73,1.41,2.95c0,2.7-0.07,5.78-0.07,8.32
M45.95,25.04c1.93,0.33,3.75,0.31,4.87,0.22c9.36-0.76,19.69-2.39,30.47-3.2c1.88-0.14,3.01-0.03,3.96,0.01
M52.61,28.89c2.45,3.45,3.4,7.56,3.75,9.89
M76.3,25.98c0.45,0.65,0.52,1.88,0.16,2.84c-1.59,4.18-2.84,7.05-4.59,10.03
M40.35,42.88c2.77,0.49,5.02,0.35,7.54,0.01c11.6-1.52,27.9-3.41,38.73-4c2.49-0.13,5.29-0.4,7.65,0.58
M47.63,50.38c0.8,0.8,1.24,1.62,1.44,2.88c0.32,2.04,1.35,8.77,2.01,13.22c0.34,2.3,0.59,3.99,0.59,4.1
M49.67,51.41c3.87-0.72,23.04-3,29.2-3.65c3.19-0.33,4.8,0.44,4.39,3.86c-0.54,4.52-1.31,7.89-2.32,12.02c-0.36,1.46-0.74,3-1.16,4.73
M51.12,59.7c6.51-0.82,23.63-2.7,30-3.2
M52.57,68.71c7.18-0.59,17.31-1.84,26.51-2.64
M57.47,74.4c0.28,0.73,0.21,1.7-0.1,2.45C55,82.5,48.12,91,37.45,97.67
M68.52,69.72c0.94,0.94,1.43,2.41,1.43,3.95c0,3.83-0.22,8.7-0.22,13.44c0,7.64,1.39,9.63,11.94,9.63c11.95,0,12.76-1.24,12.76-7.87",nieznane znaczenie,,true,JLPT 2
1026,惨,11,"一
忙
厶
彡","サン
ザン","みじ.め
いた.む
むご.い","M14.22,38.5c0.03,4.13-2.07,13.54-3.94,16.75
M26.12,29.38c3.51,1.65,9.06,6.78,9.93,9.34
M21.87,13.5c1.06,1.06,1.46,2.5,1.46,4.25c0,6.37,0.02,52.36,0.03,72.75c0,3.62,0,6.41,0,8
M60.04,10.75c0.33,1.25-0.16,2.58-0.83,3.49c-3.96,5.39-5.96,8.01-11.88,13.95c-1.57,1.58-1.46,2.89,1.06,2.39c6.74-1.33,17.74-3.45,28.93-6.08
M72.75,17c3.38,2.29,8.72,9.41,9.57,12.97
M37.8,44.24c3.1,0.52,5.86,0.47,8.95-0.04c11.87-1.95,28.67-3.94,40-5.12c2.63-0.27,5.12-0.45,8.09,0.13
M62.02,30.5c0.23,1.12,0.1,2.27-0.33,3.37c-6.06,15.25-13.81,26.75-27.94,36.96
M68.77,42.86c4.74,4.47,13.52,13.43,19.86,18.66c2,1.65,4.12,3.1,7.12,4.23
M67,53.5c0,1-0.27,1.82-0.85,2.64c-2.57,3.65-10.41,9.87-17.1,13.24
M74.37,65.39c0,0.98-0.52,1.77-1.17,2.54c-3.04,3.62-12.25,9.82-19.78,13.43
M83.92,75.5c-0.05,1.37-0.71,2.42-1.69,3.36c-5.08,4.91-14.86,11.51-31.54,18.63",nieznane znaczenie,,true,JLPT 1
1027,志,7,"士
心",シ,"シリング
こころざ.す
こころざし","M21.61,31.38c2.76,0.87,6.01,0.74,8.64,0.43c13.5-1.57,34.11-3.99,48.01-4.46c2.63-0.09,5.55,0.06,8.14,0.62
M52.77,12.25c1.12,1.12,1.83,3.25,1.83,4.64c0,6.61-0.09,25.32-0.09,32.36
M28.46,51.82c2.29,0.43,5.54,0.38,7.8,0.11c11.25-1.31,25-2.69,36.87-3.6c2.33-0.18,4.82,0.06,7.13,0.49
M19.75,73.5c0.36,2.33-3.61,12.64-6.5,16.54
M32.84,70c10.79,20,23.37,27.44,47.85,26.57c8.93-0.32,8.31-3.07,3.29-7.43
M51.44,63.25c3.18,6.25,7.4,10.87,8.59,5.58
M81.99,62.78c4.88,2.67,8.88,6.47,12.51,13.37",nieznane znaczenie,,true,JLPT 1
1028,誓,14,"斤
言
扎",セイ,ちか.う,"M16.75,24.5c2.03,0.24,3.97,0.38,6.01,0.11c7.36-0.98,13.49-1.98,22.51-3.19c1.26-0.17,2.48-0.14,3.65-0.33
M35.15,11.08c1.07,1.07,1.21,2.42,1.21,3.84c0,8.07-0.11,24.07-0.11,28.2c0,10.64-5.01,3.24-6.26,2.2
M12.25,41.34c1,0.79,2.55,1.25,4.75,0.2c6.88-3.29,15.25-7.16,25.25-12.29
M81.36,8.75c-0.24,1.12-0.93,1.89-1.65,2.29c-3.69,2.04-6.97,4.01-16.67,7.17
M58.68,18.05c0.76,0.76,1.08,1.71,1.08,2.67c0,10.15,0.25,19.03-3.25,26.19
M62.82,26.61c1.28-0.09,2.69-0.21,4.19-0.34c8.65-0.77,19.26-1.9,26.59-2.64c1.17-0.12,3.21-0.18,3.95,0
M79.2,27.88c0.9,0.9,1.21,2,1.21,3.26c0,4.55,0.12,7.46,0.08,12.87c-0.01,1.27-0.02,2.67-0.02,4.25
M46.12,42.88c2.16,1.3,5.58,5.35,6.12,7.38
M13.88,58.23c3.75,0.9,8.03,0.74,11.62,0.41c16.56-1.5,43.71-3.41,58.13-4.12c3.84-0.19,7.71-0.26,11.5,0.55
M39.88,66.4c1.69,0.64,4.15,0.45,5.9,0.31c5.82-0.46,14.74-1.78,19.1-2.27c1.87-0.21,4.01-0.37,5.88,0.05
M38.38,75.65c1.56,0.59,3.97,0.71,5.62,0.57c6.28-0.53,15.9-1.7,21.26-2.1C67,74,69.28,73.6,71.01,73.99
M35.25,84.27c0.8,0.8,1.42,1.84,1.69,2.76c1.06,3.72,1.54,6.25,2.48,10.99c0.2,1.01,0.43,2.09,0.72,3.23
M37.63,85.96c11.12-1.57,23.09-2.79,32.73-3.57c3.47-0.28,5.01,2.1,4.23,4.47c-1.04,3.17-1.72,4.56-3.7,9.27
M41.12,98.77c6.83-0.26,18.13-1.08,28.14-1.48c1.76-0.07,3.48-0.14,5.13-0.21",nieznane znaczenie,,true,JLPT 1
1029,望,11,"王
亡
月","ボウ
モウ","のぞ.む
もち","M33.49,13.86c0.95,0.95,1.43,2.27,1.43,3.7c0,2.62-0.14,7.36-0.01,9.58
M11.34,29.65c2.37,0.4,4.37,0.47,5.74,0.36C27,29.25,38.25,28,49.05,27.29c2.32-0.15,3.51,0.03,5.24,0.46
M21.97,30.5c0.83,0.83,1,2.1,1,3.25c0,3.23,0,6.82,0,9.5c0,8.88,0.65,9.04,12.03,9.04c4.26,0,9.5,0.25,13.66-0.87
M65.52,17c0.8,0.8,1.04,2.13,0.9,3.32C64.75,34.88,60.38,50,52.25,56.75
M67.25,19c3-0.25,18.28-3.11,20.5-3.5c2.88-0.5,4.5,0.75,4.25,3.75c-0.46,5.57-2.34,21.21-6.75,33.75c-3.25,9.25-7,4.5-8,3.25
M66,30.25c9.25-0.75,15-1.5,24-2.25
M63,41.75c8-0.75,15.5-1.5,24.75-2
M29.77,64.31c2.11,0.44,4.93,0.23,6.86,0.05c7.3-0.67,23.53-2.21,32.89-2.77c2.05-0.12,4.13-0.33,6.12,0.33
M52.62,64.22c1.02,1.02,1.43,2.15,1.43,3.54c0,5.92,0.23,17.87,0.23,24.72
M34.04,79.21c1,0.48,4.29,0.32,5.31,0.21C48.12,78.5,58,77.5,68.22,76.78c1.25-0.09,3.99-0.2,5.85,0.23
M19.25,94.59c3.25,0.66,6.71,0.51,9.77,0.33c14.38-0.82,36.03-2.08,51.86-2.58c3.79-0.12,8.38-0.09,11.63,0.74",nieznane znaczenie,,true,JLPT 3
1030,賃,13,"王
化
貝
目
ハ",チン,,"M36.34,10.15c0.21,1.11-0.14,2.52-0.73,3.53C32,19.75,27,26,17.03,34.42
M30.31,25.22c0.49,0.49,0.93,1.41,0.93,2.57c0,4.89-0.11,11.27-0.21,17.71C31.01,46.58,31,47.67,31,48.75
M77.97,9c0,1.25-0.97,2.25-2.39,3.11c-5.98,3.61-14.16,6.66-28.73,10.35
M41.43,29.96c2.57,0.41,4.94,0.31,7.32,0.08c10.87-1.04,27.78-2.61,39.13-3.06c2.7-0.11,5.47-0.3,8.14,0.18
M66.53,19.63c0.86,0.85,1.28,2.24,1.28,3.28c0,0.89,0,10.59,0,17.15
M48.49,42.21c1.89,0.16,3.92,0.25,5.76,0.1c8.82-0.73,20.15-1.8,29.62-2.03c1.88-0.05,3.8-0.13,5.67,0.16
M37.01,52.36c0.82,0.82,1.17,2.36,1.17,3.4c0,2.92-0.03,18.36-0.04,26.24c0,1.92,0,3.39,0,4.12
M39.13,53.18c3.26-0.13,28.37-2.29,31.34-2.45c2.48-0.13,4.22,0.76,4.22,3.19c0,3.13-0.04,17.75-0.06,26.95c0,1.67,0,3.16,0,4.38
M39.33,63.64c5.92-0.39,28.42-1.77,34.37-2.11
M39.34,73.69c7.91-0.31,25.28-1.44,34.22-1.8
M39.19,83.45c6.48,0,26.08-1.06,34.47-1.06
M44.89,88.21c0.23,1.16-0.28,2.08-1.25,2.85c-2.92,2.31-10.94,7.22-16.79,9.94
M64.28,88.87c7.28,3.11,15.88,8.75,17.87,11.48",nieznane znaczenie,,true,JLPT 1
1031,庫,10,"車
广","コ
ク",くら,"M53.88,10.13c0.94,0.94,1.64,2.5,1.64,3.97c0,0.75-0.07,4.15-0.07,7.75
M23.46,24.94c1.78,0.51,5.04,0.67,6.82,0.51c16.97-1.46,38.59-4.08,52.65-4.77c2.96-0.14,4.74,0.25,6.22,0.5
M25.83,25.58c0.8,0.8,1.18,1.67,1.14,2.95c-0.59,19.6-3.22,41.85-17.81,56.2
M37.62,36.88c1.29,0.35,3.4,0.48,4.68,0.35c11.08-1.11,24.2-2.98,34.83-3.76c2.14-0.16,3.68,0.17,4.75,0.34
M36.76,47.61c0.94,0.94,1.86,2.01,2.06,3.17c0.61,3.62,1.49,9.86,2.45,16.57c0.21,1.48,0.43,2.99,0.65,4.5
M39.2,49.02c10.87-1.23,27.48-3.35,36.93-4.08c2.9-0.22,4.49,0.35,4.17,3.44c-0.41,3.94-1.96,10.42-3.62,16.66c-0.36,1.34-0.72,2.66-1.07,3.95
M41.97,59.01c9.78-1.01,24.9-2.13,35.84-2.93
M42.72,69.73c10.53-1.48,20.53-2.23,32.38-3.16
M28.25,82.75c3.25,0.87,6.15,0.67,8.87,0.44C54,81.75,72.7,79.77,84.26,79.43c2.68-0.08,5.37-0.05,7.99,0.65
M57.01,26.79c1.04,1.04,1.72,2.58,1.72,4.18c0,0.92-0.05,44.38-0.12,62.28c-0.01,3.41-0.03,5.89-0.05,6.98",nieznane znaczenie,,true,JLPT 2
1032,蝋,14,"｜
一
尚
虫
用
几",ロウ,"みつろう
ろうそく","M13.77,40.46c0.61,0.55,1.05,1.92,1.16,2.65c0.83,5.27,1.68,12.22,2.84,22.2
M15.38,41.58c9.29-1.06,15.63-3.09,22.35-3.5c2.62-0.16,2.74,1.68,2.48,4.03c-0.6,5.44-0.97,10.09-2.78,19.08
M18.11,63.68c7.48-1.06,10.06-1.2,20.52-2.18
M25.71,18.25c0.75,0.4,1.2,1.81,1.34,2.61c0.15,0.8,0,55.55-0.15,60.57
M14.75,88.34c0.55,0.89,2.38,0.5,2.93,0.27c0.55-0.22,18.68-10.93,22.1-12.7
M35.07,69.17c2.96,2.55,7.64,10.5,8.38,14.47
M48.64,18.5c3.39,2.98,7.03,8.18,7.51,9.67
M62.53,14.96c2.21,2.15,7.52,7.78,8.41,11.27
M88.54,12.4c0.44,0.77,0.38,2.28-0.34,3.6c-1.78,3.29-5.79,10.75-7.32,13.07
M51.55,39.21c0.59,0.75,0.99,1.49,1.19,2.24c0.2,0.75,0.2,19.7,0.2,21.38c0,14.01-4.1,27.11-9.44,32.52
M53.35,42.15c7.69-1.66,26.67-4.95,29.47-4.95c1.57,0,3.57,0.95,3.49,3.55C85.75,59.5,84,73.5,93.56,89.14c4.77,7.81,5.69,3.36,4.69-2.84
M53.2,56.19c8.57-0.86,23.91-2.48,31.94-2.48
M52.83,71.88c6.14-0.74,25.23-3.03,32.33-3.53
M68.16,41.44c0.76,0.47,1.22,2.13,1.37,3.08c0.15,0.95,0,44.28-0.15,50.2",nieznane znaczenie,,true,
1033,燭,17,"火
虫
買
勹","ソク
ショク",ともしび,"M12.49,38.25c1.89,3.62,4.14,12,3.84,16.5
M41.03,31.5c0,1.12-0.39,2.28-1.08,3.47c-0.69,1.19-5.5,8-8.95,10.78
M26.5,15.5c0.87,0.87,1.27,2.25,1.28,3.5C28,70.5,25.25,79,12,94.5
M29,67.88c4.5,3.62,7.88,9.45,9,12.88
M45.63,15.3c0.65,0.81,1.02,1.75,1.09,2.81c0.7,2.89,1.63,7.32,2.27,11.39c0.22,1.38,0.4,2.72,0.53,3.94
M47.71,16.45c4.22-0.37,30.55-2.51,41.67-3.48c3.19-0.28,4.9,1.43,4.35,4.55c-0.45,2.54-1.07,5.51-1.91,8.71c-0.31,1.16-0.64,2.35-1.01,3.56
M61.54,16.43c0.64,0.64,0.88,1.65,0.95,2.45C62.75,22,63.08,25.42,63.33,29
M76.43,15.1c0.61,0.61,0.62,1.69,0.56,2.4c-0.32,3.81-0.56,7.32-0.92,10.41
M50.07,30.96c11.81-1.08,29.31-2.46,40.13-2.88
M57.98,34.69c0,1.19-0.14,1.88-0.57,2.7C55,42,50.12,48.75,41.93,54.92
M56.42,43.22c2.11,0.46,4.22,0.31,6.33,0.03c8.49-0.75,20.26-2.75,25.5-3.26c4.96-0.48,6.66,1.41,6.09,6.5c-1.21,10.66-2.58,23.63-6.92,40.14c-3.16,12.03-5.17,7.33-8.7,4.14
M47.39,58.36c0.75,0.71,1.2,1.55,1.33,2.52c0.45,1.89,1.04,4.31,1.63,7.2c0.27,1.29,0.53,2.68,0.78,4.16
M49.3,59.16c8.82-1.03,21.62-2.74,25.58-3.17c2.33-0.25,2.78,1.68,2.35,3.26c-0.59,2.16-1.12,3.84-2.31,7.87
M51.9,70c4.63-0.45,12.69-1.34,19.84-1.94c1.71-0.14,3.38-0.27,4.93-0.37
M61.2,49.9c0.89,0.89,1.12,2.35,1.12,3.59c0,4.89-0.01,22.77-0.01,29.05
M45.55,86.25c1.47,0.7,2.88,0.72,4.32,0.35c9.63-2.47,16.26-4.22,26.56-6.91
M72.59,75.29c2.48,1.67,5.89,6.11,6.51,8.71",nieznane znaczenie,,true,
1034,凍,10,"｜
一
日
木
冫
田",トウ,"こお.る
こご.える
こご.る
い.てる
し.みる","M15.25,25.75c3.18,1.5,8.21,6.17,9,8.5
M13.75,86.56c1.62,0.44,2.67-0.15,3.49-2.04c2.76-6.39,5.16-12.83,7.51-19.76
M37.62,26.64c2.38,0.23,5.19-0.06,7.42-0.39c9.38-1.39,20.55-3.46,29.97-4.26c2.39-0.2,4.88-0.52,7.23,0.14
M36.53,38.78c0.97,0.97,1.34,1.6,1.71,2.96c0.18,0.68,2.7,13.52,3.91,19.44c0.35,1.71,0.73,3.4,0.88,4.31
M38.76,40.33c10.05-1.95,28.99-5.08,40.37-6.17c2.83-0.27,5.25,0.87,4.81,3.99c-0.81,5.79-2.04,10.95-3.48,18.65c-0.31,1.64-0.88,3.39-1.23,5.27
M41.14,51.13c13.11-2.25,30.11-4.5,40.37-5.13
M43.86,63.18c10.52-1.68,24.77-3.68,35.26-4.46
M58.8,9.5c1.22,1.22,1.57,2.62,1.57,4.42c0,0.71,0.04,55.34,0.03,77.71c0,5.58,0,9.15-0.01,9.38
M57.4,62.03c0,1.34-1.42,3.65-2.69,5.58c-6.58,10.01-13.46,18.01-24.8,25.62
M60.95,61.53C69,70.12,78.21,79.3,85.27,85.35c2.81,2.41,5.88,4.75,9.32,6.19",nieznane znaczenie,,true,JLPT 2
1035,押,8,"｜
日
扎
田",オウ,"お.す
お.し-
お.っ-
お.さえる
おさ.える","M13.25,39.42c1.95,0.23,3.77,0.42,5.76,0.18C24.12,39,30.62,37.88,38,36.49c1.22-0.23,2.38-0.24,3.67-0.24
M29.02,16.25c1.05,1.05,1.26,2.62,1.26,5.02c0,15.23-0.01,52.21-0.01,63.65c0,14.25-6.32,3.53-7.77,2
M13.11,66.77c1.13,0.76,2.5,0.84,3.98-0.22C21,63.75,27.62,59,39.75,50
M45.62,22.88c0.88,0.88,1.3,1.86,1.59,3.41c1.66,8.84,3.03,19.72,4.54,31.2c0.21,1.62,0.29,3.22,0.41,4.77
M48.17,25c14.58-2,31.82-4.36,40.09-5.02c3.04-0.24,4.86,1.42,4.75,4.19c-0.2,5.06-2.22,20.12-3.47,28.79c-0.38,2.63-0.73,4.64-1,5.59
M50.65,41.7c10.97-1.7,31.72-3.95,39.89-4.4
M52.99,58.38c11.39-1.26,23.72-2.92,35.16-3.55
M68.11,25.19c0.85,0.85,1.19,2.06,1.19,3.56c0,7.33-0.06,46.53,0.02,62.25c0.02,3.56,0.03,5.92,0.03,6.47",nieznane znaczenie,,true,JLPT 3
1036,在,6,"｜
ノ
一
土",ザイ,あ.る,"M20.5,35.15c2.88,0.72,5.21,0.5,7.88,0.25c11.68-1.09,38.58-3.88,50.74-4.87c2.44-0.2,5.88-0.04,7.88,0.34
M53.89,12.68c0.73,1.57,0.52,3.29,0.03,5.39C50.26,33.6,38.95,58.41,14.89,74.4
M27.46,53.75c0.77,0.77,1.32,2.12,1.32,3.43c0,0.55-0.06,23.07-0.06,35.33c0,2.83-0.05,4.92-0.08,5.74
M43.44,67.81c1.62,0.6,4.13,0.38,5.81,0.2c8.73-0.94,22.01-2.56,30.75-3.1c1.83-0.12,3.93-0.03,5.74,0.37
M63.8,44.37c0.98,0.98,2,2.69,2,4.45c0,11.34-0.11,26.89-0.11,41.89
M37.24,92.9c3.01,0.47,5.55,0.53,8.13,0.32c11.8-0.94,27.75-2.6,40.5-2.85c2.9-0.06,5.78,0.04,8.64,0.63",nieznane znaczenie,,true,JLPT 3
1037,赴,9,"走
土
卜",フ,おもむ.く,"M22.19,27.47c1.81,0.28,3.57,0.26,5.19,0.07C33.36,26.8,42.8,25,48.52,24.32c1.72-0.21,3.33-0.38,5.04,0.05
M37.62,12.46c0.96,0.96,1.23,2.04,1.23,3.58c0,8.13-0.09,21.82-0.09,24.58
M14.21,44.03c2.25,0.88,5.33,0.62,7.67,0.23c10.74-1.76,21.49-3.51,31.24-4.39c2.47-0.22,5.01-0.25,7.41,0.31
M38.29,45.3c0.89,0.89,1.16,2.45,1.16,3.79c0,0.96-0.07,20.15-0.07,27.53
M40.32,58.97c3.74-0.45,8.9-1.75,12.21-2.41c1.27-0.25,2.63-0.58,3.9-0.13
M26.5,59.3c0.25,0.82,0.24,1.94-0.1,2.95C24,69.5,19.75,78.75,10,90.26
M23.92,71.49c10.58,3.76,38.73,17.55,52.06,22.34c4,1.44,8.42,2.89,12.66,3.32
M71.25,12.88c1.31,1.31,1.4,2.62,1.4,4.09c0,0.65,0.06,41.01,0.04,59.52c0,3.42,0,6.1,0,7.64
M76.5,38.12c6.35,2.8,16.33,10.26,18,15.88",nieznane znaczenie,,true,JLPT 1
1038,猛,11,"皿
子
犯",モウ,,"M37.8,18c0.13,1.07-0.47,2-1.11,2.78c-5.06,6.17-12.53,12.82-22.94,19.52
M17.5,17.75c31,21.75,17.71,84.03,6,71
M31.09,46c0.09,1.25,0.06,2.16-0.47,3.3c-3.67,7.99-7.77,13.4-16.62,22.24
M50.84,18.15c2.06,1.05,4.96,1.11,7.21,0.74c5.21-0.87,15.83-2.85,19.24-3.46c2.67-0.48,4.69,1,2.26,3.2C76.5,21.38,73.68,23.97,66.25,30
M62.78,29.51c7.35,4.24,8.82,17.99,7.13,25.77c-1.14,5.23-4.03,7.62-8.32,2
M42.05,42.25c3.2,0.75,6.45,0.73,10.08,0.01c9-1.76,25.66-3.65,34.24-4.07c2.56-0.12,5.63,0.05,8.14,0.84
M47.62,67.75c0.82,0.82,1.19,2.11,1.3,2.97c0.87,6.82,1.08,11.16,1.68,18.2
M49.33,69.64c8.09-1.23,28.59-3.56,36.04-4.03c3.41-0.22,4.91,0.33,4.24,4.06c-0.79,4.42-2.55,11.78-3.76,17.02
M60.38,70.52c0.74,0.74,0.93,1.64,1.01,2.46c0.48,4.9,0.79,9.16,1.3,14.87
M74.07,69c0.4,0.78,0.52,1.86,0.46,2.86c-0.28,4.89-0.78,9.76-1.27,15.45
M39.89,89.87c3.86,0.88,6.79,0.56,9.74,0.3c12-1.05,25.53-1.85,40.88-2.46c2.82-0.11,5.12,0.04,7.86,0.72",nieznane znaczenie,,true,JLPT 1
